	# GEO Accession	Sample Name	Experiment	NA Accession	Center	SRA Run Selector	GEO FTP	Embargo end date	SRR	modus
299	GSM1010978	heart, left ventricle	Bisulfite-Seq	NA000020397.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190150	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010978/suppl/	2014-06-18	SRR617819	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR577606	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR577607	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR577608	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR578657	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR619989	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR619990	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR619991	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR619992	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR619993	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR619994	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR619995	SINGLE
300	GSM1010979	thymus	Bisulfite-Seq	NA000020398.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190151	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010979/suppl/	2014-06-18	SRR641639	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR577609	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR577610	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR577611	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR577612	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR619997	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR619998	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR619999	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR620000	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR641649	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR641650	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR641651	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR641652	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR641653	SINGLE
301	GSM1010980	ovary	Bisulfite-Seq	NA000020399.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190152	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010980/suppl/	2014-06-18	SRR641654	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR577613	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR577614	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR577615	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR577616	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR616046	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR616047	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR616048	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR616049	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR616050	SINGLE
302	GSM1010981	adrenal gland	Bisulfite-Seq	NA000020400.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190153	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010981/suppl/	2014-06-18	SRR616051	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR577617	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR577618	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR577619	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR577620	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR617820	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR617821	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR617822	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR617823	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR617824	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR617825	SINGLE
303	GSM1010983	adipose	Bisulfite-Seq	NA000020401.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190155	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010983/suppl/	2014-06-18	SRR618675	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR577621	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR577622	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR577623	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR577624	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR616052	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR616053	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR616054	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR616055	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR616056	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR616057	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR616058	SINGLE
304	GSM1010984	gastric	Bisulfite-Seq	NA000020402.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190156	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010984/suppl/	2014-06-18	SRR641674	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR577625	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR577626	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR577627	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR577628	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR618676	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620013	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620014	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620015	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620016	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620017	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620018	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620019	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620020	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620021	SINGLE
305	GSM1010986	psoas muscle	Bisulfite-Seq	NA000020403.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190158	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010986/suppl/	2014-06-18	SRR620022	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR577629	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR577630	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR577631	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR577632	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR577633	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR618677	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR618678	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR618679	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR618681	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR618682	SINGLE
306	GSM1010987	heart, right atrium	Bisulfite-Seq	NA000020404.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190159	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010987/suppl/	2014-06-18	SRR618683	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR577634	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR577635	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR577636	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR577637	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR578658	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR578659	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR578660	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR616059	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR616060	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR616061	SINGLE
307	GSM1010988	heart, right ventricle	Bisulfite-Seq	NA000020405.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190160	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010988/suppl/	2014-06-18	SRR620023	SINGLE
308	GSM1010989	sigmoid colon	Bisulfite-Seq	NA000020406.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX190161	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1010nnn/GSM1010989/suppl/	2014-06-18	SRR577638	SINGLE
